Sample	Positions	Cs	Ts	Methylated	Coverage	Read	Experiment
D_Ko_C31_BL_YRL_M	92	112121	156823	41.69	268944	R1	Co.Gar.RRBS
D_Ko_C31_BL_YRL_M	93	81608	144782	36.05	226390	R1	Co.Gar.RRBS
D_Ko_C31_BL_YRL_M	94	81106	149048	35.24	230154	R1	Co.Gar.RRBS
D_Ko_C31_BL_YRL_M	95	80178	140373	36.35	220551	R1	Co.Gar.RRBS
D_Ko_C31_BL_YRL_M	96	63555	134683	32.06	198238	R1	Co.Gar.RRBS
D_Ko_C31_BL_YRL_M	97	152033	135907	52.8	287940	R1	Co.Gar.RRBS
D_Ko_C31_BL_YRL_M	98	55956	110671	33.58	166627	R1	Co.Gar.RRBS
D_Ko_C31_BL_YRL_M	99	72187	107805	40.11	179992	R1	Co.Gar.RRBS
D_Ko_C31_BL_YRL_M	100	81951	186745	30.5	268696	R1	Co.Gar.RRBS
D_Ko_C31_BL_YRL_M	101	71743	217398	24.81	289141	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	1	3995045	9069510	30.58	13064555	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	2	6986	2067	77.17	9053	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	3	7507	5579	57.37	13086	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	4	147756	740945	16.63	888701	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	5	132977	535102	19.9	668079	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	6	208472	734753	22.1	943225	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	7	242685	814650	22.95	1057335	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	8	213213	716116	22.94	929329	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	9	244225	727182	25.14	971407	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	10	249328	823026	23.25	1072354	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	11	292969	872924	25.13	1165893	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	12	288921	791046	26.75	1079967	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	13	245045	746078	24.72	991123	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	14	202549	723325	21.88	925874	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	15	240649	757848	24.1	998497	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	16	237037	748767	24.05	985804	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	17	251428	739277	25.38	990705	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	18	215553	760639	22.08	976192	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	19	230141	765210	23.12	995351	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	20	243872	751016	24.51	994888	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	21	249085	771154	24.41	1020239	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	22	249536	768662	24.51	1018198	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	23	235017	733851	24.26	968868	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	24	201336	735283	21.5	936619	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	25	256574	751218	25.46	1007792	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	26	209376	715526	22.64	924902	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	27	252206	721643	25.9	973849	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	28	226675	706851	24.28	933526	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	29	230381	696452	24.86	926833	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	30	210299	698503	23.14	908802	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	31	245657	723302	25.35	968959	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	32	217816	693155	23.91	910971	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	33	212717	684659	23.7	897376	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	34	245334	683286	26.42	928620	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	35	216681	672676	24.36	889357	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	36	208211	663349	23.89	871560	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	37	217450	685261	24.09	902711	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	38	206992	649454	24.17	856446	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	39	228092	652471	25.9	880563	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	40	217800	647401	25.17	865201	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	41	244126	662133	26.94	906259	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	42	225637	627747	26.44	853384	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	43	316604	647090	32.85	963694	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	44	214727	623083	25.63	837810	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	45	243472	624170	28.06	867642	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	46	185604	613066	23.24	798670	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	47	200505	597966	25.11	798471	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	48	193878	595454	24.56	789332	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	49	220959	599862	26.92	820821	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	50	192667	573808	25.14	766475	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	51	204577	573704	26.29	778281	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	52	186603	553174	25.22	739777	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	53	210048	543145	27.89	753193	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	54	294139	541799	35.19	835938	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	55	187967	537870	25.9	725837	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	56	204940	535313	27.69	740253	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	57	181586	512671	26.16	694257	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	58	181670	516134	26.03	697804	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	59	228035	522687	30.38	750722	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	60	166780	485754	25.56	652534	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	61	196408	490656	28.59	687064	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	62	166860	466738	26.34	633598	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	63	174916	453364	27.84	628280	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	64	163004	455401	26.36	618405	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	65	205378	459920	30.87	665298	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	66	168376	440367	27.66	608743	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	67	204367	443648	31.54	648015	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	68	190458	428023	30.79	618481	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	69	187833	419084	30.95	606917	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	70	151281	405051	27.19	556332	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	71	167623	406588	29.19	574211	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	72	183624	407858	31.04	591482	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	73	179375	382474	31.93	561849	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	74	178527	380362	31.94	558889	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	75	177360	373052	32.22	550412	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	76	159272	358787	30.74	518059	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	77	152111	347224	30.46	499335	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	78	142482	332493	30	474975	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	79	144885	330806	30.46	475691	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	80	136293	319242	29.92	455535	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	81	132741	322439	29.16	455180	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	82	178178	326284	35.32	504462	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	83	116807	302743	27.84	419550	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	84	135449	298149	31.24	433598	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	85	238366	307739	43.65	546105	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	86	164058	290358	36.1	454416	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	87	195317	285486	40.62	480803	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	88	110985	269193	29.19	380178	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	89	138607	266700	34.2	405307	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	90	105934	254806	29.37	360740	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	91	126857	265256	32.35	392113	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	92	155695	254661	37.94	410356	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	93	131316	243130	35.07	374446	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	94	124869	256794	32.72	381663	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	95	122106	234513	34.24	356619	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	96	109313	224146	32.78	333459	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	97	190699	228191	45.52	418890	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	98	96386	190404	33.61	286790	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	99	115607	182864	38.73	298471	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	100	132336	305257	30.24	437593	R1	Co.Gar.RRBS
D_Ko_C36_BL_ADL_M	101	114286	350706	24.58	464992	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	1	2494726	8266941	23.18	10761667	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	2	9526	7294	56.63	16820	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	3	15599	18556	45.67	34155	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	4	105491	696146	13.16	801637	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	5	93878	497873	15.86	591751	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	6	146135	705933	17.15	852068	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	7	168753	768701	18	937454	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	8	147884	678474	17.9	826358	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	9	168404	685628	19.72	854032	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	10	178128	782335	18.55	960463	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	11	194627	822149	19.14	1016776	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	12	199034	750331	20.96	949365	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	13	174019	711381	19.65	885400	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	14	146884	693672	17.47	840556	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	15	166220	722218	18.71	888438	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	16	160544	709831	18.45	870375	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	17	175946	705557	19.96	881503	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	18	155644	722827	17.72	878471	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	19	161328	735854	17.98	897182	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	20	169254	717503	19.09	886757	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	21	181066	740774	19.64	921840	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	22	175737	734755	19.3	910492	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	23	168139	704631	19.26	872770	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	24	149963	710271	17.43	860234	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	25	176956	726597	19.58	903553	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	26	150354	688988	17.91	839342	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	27	169930	688949	19.79	858879	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	28	158449	682984	18.83	841433	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	29	159498	669797	19.23	829295	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	30	154893	674775	18.67	829668	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	31	174135	698746	19.95	872881	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	32	156585	670154	18.94	826739	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	33	152800	662014	18.75	814814	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	34	173903	663419	20.77	837322	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	35	153573	650789	19.09	804362	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	36	148081	641865	18.75	789946	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	37	154344	661051	18.93	815395	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	38	152112	626812	19.53	778924	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	39	161388	631016	20.37	792404	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	40	155789	627643	19.89	783432	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	41	163993	636156	20.5	800149	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	42	158527	608379	20.67	766906	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	43	190036	618894	23.49	808930	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	44	150426	599069	20.07	749495	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	45	162290	598086	21.34	760376	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	46	138300	588837	19.02	727137	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	47	141636	574698	19.77	716334	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	48	140446	571438	19.73	711884	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	49	153523	570583	21.2	724106	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	50	137896	548996	20.08	686892	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	51	143569	548419	20.75	691988	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	52	134169	527802	20.27	661971	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	53	141634	518416	21.46	660050	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	54	171209	510477	25.12	681686	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	55	135548	510867	20.97	646415	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	56	136004	504846	21.22	640850	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	57	125680	485581	20.56	611261	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	58	128564	487381	20.87	615945	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	59	145916	485659	23.1	631575	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	60	118921	457811	20.62	576732	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	61	133170	458155	22.52	591325	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	62	120667	439436	21.54	560103	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	63	121141	427174	22.09	548315	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	64	117217	423916	21.66	541133	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	65	129884	421733	23.55	551617	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	66	115308	408193	22.03	523501	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	67	133053	407060	24.63	540113	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	68	122307	393252	23.72	515559	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	69	122246	384908	24.1	507154	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	70	106536	373684	22.18	480220	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	71	112214	372160	23.17	484374	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	72	122409	369180	24.9	491589	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	73	119079	348518	25.47	467597	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	74	113553	350228	24.48	463781	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	75	118674	338142	25.98	456816	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	76	107738	330546	24.58	438284	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	77	102198	316571	24.4	418769	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	78	98557	306355	24.34	404912	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	79	96745	302499	24.23	399244	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	80	91299	291907	23.83	383206	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	81	92160	293782	23.88	385942	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	82	113931	298861	27.6	412792	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	83	81986	275983	22.9	357969	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	84	92702	270234	25.54	362936	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	85	130913	272413	32.46	403326	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	86	103302	261248	28.34	364550	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	87	113654	256887	30.67	370541	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	88	77412	243706	24.11	321118	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	89	93147	241200	27.86	334347	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	90	72219	230297	23.87	302516	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	91	82868	241214	25.57	324082	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	92	99298	231855	29.99	331153	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	93	86626	217675	28.47	304301	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	94	81220	226125	26.43	307345	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	95	81338	209349	27.98	290687	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	96	72795	201630	26.53	274425	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	97	101757	203291	33.36	305048	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	98	63625	173444	26.84	237069	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	99	68772	163436	29.62	232208	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	100	83926	264706	24.07	348632	R1	Co.Gar.RRBS
D_Ko_C36_BL_CHK_M	101	74411	280343	20.98	354754	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	1	4380854	9319247	31.98	13700101	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	2	6176	2736	69.3	8912	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	3	7758	7149	52.04	14907	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	4	174679	807878	17.78	982557	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	5	154902	585959	20.91	740861	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	6	225335	786065	22.28	1011400	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	7	275575	900090	23.44	1175665	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	8	229056	769675	22.93	998731	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	9	266361	779075	25.48	1045436	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	10	269691	890505	23.25	1160196	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	11	318867	938654	25.36	1257521	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	12	306723	858455	26.32	1165178	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	13	264939	813727	24.56	1078666	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	14	225206	788960	22.21	1014166	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	15	259822	822679	24	1082501	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	16	246509	812469	23.28	1058978	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	17	268971	806411	25.01	1075382	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	18	235804	826376	22.2	1062180	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	19	241061	833799	22.43	1074860	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	20	254938	818389	23.75	1073327	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	21	267533	841451	24.12	1108984	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	22	267969	840729	24.17	1108698	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	23	253325	801972	24.01	1055297	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	24	216596	807847	21.14	1024443	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	25	270255	830727	24.55	1100982	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	26	224089	787899	22.14	1011988	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	27	266876	790528	25.24	1057404	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	28	241857	777045	23.74	1018902	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	29	238453	762697	23.82	1001150	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	30	226671	769715	22.75	996386	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	31	261782	794877	24.77	1056659	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	32	230599	763563	23.2	994162	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	33	233361	760899	23.47	994260	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	34	258238	752368	25.55	1010606	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	35	223625	737342	23.27	960967	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	36	224248	733629	23.41	957877	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	37	231674	755014	23.48	986688	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	38	219214	712585	23.53	931799	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	39	248109	717375	25.7	965484	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	40	226636	712523	24.13	939159	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	41	255000	724264	26.04	979264	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	42	241220	688191	25.95	929411	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	43	305790	706101	30.22	1011891	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	44	227322	680908	25.03	908230	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	45	249312	678492	26.87	927804	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	46	192481	667648	22.38	860129	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	47	212966	654269	24.56	867235	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	48	204480	648517	23.97	852997	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	49	227860	650095	25.95	877955	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	50	210309	628686	25.07	838995	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	51	214839	619988	25.73	834827	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	52	193721	599222	24.43	792943	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	53	218901	581922	27.33	800823	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	54	274832	577182	32.26	852014	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	55	193245	578344	25.05	771589	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	56	210700	572639	26.9	783339	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	57	186046	545289	25.44	731335	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	58	187958	551784	25.41	739742	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	59	242948	550732	30.61	793680	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	60	168350	512726	24.72	681076	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	61	198165	514715	27.8	712880	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	62	173774	492433	26.08	666207	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	63	173101	474015	26.75	647116	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	64	163019	477729	25.44	640748	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	65	203852	478931	29.86	682783	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	66	169255	457886	26.99	627141	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	67	208345	460424	31.15	668769	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	68	191183	440549	30.26	631732	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	69	190306	431585	30.6	621891	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	70	154061	416054	27.02	570115	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	71	165506	414783	28.52	580289	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	72	178777	414170	30.15	592947	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	73	174263	390218	30.87	564481	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	74	175020	382885	31.37	557905	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	75	177256	377423	31.96	554679	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	76	150180	363334	29.25	513514	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	77	150114	349785	30.03	499899	R1	Co.Gar.RRBS
D_Ko_C36_BL_YRL_M	78	139247	334165	29.41	473412	R1	Co.Gar.RRBS
