Focal_Region	Boots	Experiment	Variable
Focal	0.214274922394376	HZ	FST
Undiverged	-0.152495393154466	HZ	FST
Focal	0.115271122738048	HZ	FST
Undiverged	0.153715169171666	HZ	FST
Focal	-0.0516453782819387	HZ	FST
Undiverged	-0.0814449545931334	HZ	FST
Focal	0.0812363658343721	HZ	FST
Undiverged	-0.000953461156413147	HZ	FST
Focal	0.145926803417936	HZ	FST
Undiverged	0.0149887030385809	HZ	FST
Focal	0.115317418540947	HZ	FST
Undiverged	0.0269792993847664	HZ	FST
Focal	0.341961336099829	HZ	FST
Undiverged	-0.0354184817219363	HZ	FST
Focal	0.277030997123182	HZ	FST
Undiverged	-0.159211604961906	HZ	FST
Focal	0.0255914128652295	HZ	FST
Undiverged	0.148260267753001	HZ	FST
Focal	0.196256813526636	HZ	FST
Undiverged	0.0410743539303973	HZ	FST
Focal	0.180672058626557	HZ	FST
Undiverged	0.0129908978253713	HZ	FST
Focal	0.253704980878574	HZ	FST
Undiverged	-0.0803677065790655	HZ	FST
Focal	0.159886338020087	HZ	FST
Undiverged	0.109561781381971	HZ	FST
Focal	0.140685956938346	HZ	FST
Undiverged	-0.0353895008294199	HZ	FST
Focal	0.302977148287979	HZ	FST
Undiverged	0.105275746814003	HZ	FST
Focal	0.054637538894155	HZ	FST
Undiverged	-0.1473117655964	HZ	FST
Focal	0.175255243726513	HZ	FST
Undiverged	-0.16988419574727	HZ	FST
Focal	0.165229518486477	HZ	FST
Undiverged	-0.313838083069456	HZ	FST
Focal	0.0667378825688394	HZ	FST
Undiverged	0.0178906548574201	HZ	FST
Focal	0.0977136473275364	HZ	FST
Undiverged	-0.185468013715297	HZ	FST
Focal	0.036060631436622	HZ	FST
Undiverged	0.0603993129545749	HZ	FST
Focal	0.059040116361038	HZ	FST
Undiverged	-0.208992332820775	HZ	FST
Focal	-0.0605729003927114	HZ	FST
Undiverged	0.0434997190347165	HZ	FST
Focal	0.1292707266032	HZ	FST
Undiverged	0.0729784153086691	HZ	FST
Focal	0.121348111875714	HZ	FST
Undiverged	-0.0921716832915292	HZ	FST
Focal	0.0493358437349348	HZ	FST
Undiverged	-0.0680592090813203	HZ	FST
Focal	0.164853125937064	HZ	FST
Undiverged	0.0330879395239329	HZ	FST
Focal	0.0361695441434598	HZ	FST
Undiverged	-0.00193009529485929	HZ	FST
Focal	0.194946454748556	HZ	FST
Undiverged	-0.0675058292814471	HZ	FST
Focal	0.149098186233853	HZ	FST
Undiverged	-0.159550331985147	HZ	FST
Focal	0.263830247152889	HZ	FST
Undiverged	-0.0760217882695675	HZ	FST
Focal	0.0399906904078701	HZ	FST
Undiverged	0.0341898948650991	HZ	FST
Focal	0.202728896356291	HZ	FST
Undiverged	0.0200255465766529	HZ	FST
Focal	-0.0711061246399747	HZ	FST
Undiverged	-0.0121773466964069	HZ	FST
Focal	0.149248910601099	HZ	FST
Undiverged	0.0562203521866377	HZ	FST
Focal	0.17516156492047	HZ	FST
Undiverged	0.0869807396892155	HZ	FST
Focal	0.188609448364888	HZ	FST
Undiverged	0.0504505362258506	HZ	FST
Focal	0.0108170634846834	HZ	FST
Undiverged	0.0139733240383807	HZ	FST
Focal	0.204463466897629	HZ	FST
Undiverged	-0.0371941027751804	HZ	FST
Focal	0.0958849157851054	HZ	FST
Undiverged	0.0626647853523936	HZ	FST
Focal	0.109783081084734	HZ	FST
Undiverged	-0.00545399896119399	HZ	FST
Focal	-0.164219961829563	HZ	FST
Undiverged	-0.0491325712766652	HZ	FST
Focal	0.121991468520754	HZ	FST
Undiverged	0.0408501862452101	HZ	FST
Focal	0.141249967386997	HZ	FST
Undiverged	-0.0263558153373807	HZ	FST
Focal	0.0396813819457673	HZ	FST
Undiverged	0.0283424195399107	HZ	FST
Focal	0.276580703869743	HZ	FST
Undiverged	-0.0976891896976047	HZ	FST
Focal	0.139480271577768	HZ	FST
Undiverged	0.0691596979717445	HZ	FST
Focal	0.205679808082484	HZ	FST
Undiverged	0.104256464783777	HZ	FST
Focal	0.287162815308584	HZ	FST
Undiverged	-0.0693898155026967	HZ	FST
Focal	0.27567257791772	HZ	FST
Undiverged	0.0522169817397185	HZ	FST
Focal	-0.00402629075699696	HZ	FST
Undiverged	0.171509430724016	HZ	FST
Focal	0.045300923633554	HZ	FST
Undiverged	-0.0604766562160377	HZ	FST
Focal	0.0970419138293594	HZ	FST
Undiverged	-0.0223369987322031	HZ	FST
Focal	0.14471755491466	HZ	FST
Undiverged	-0.0302221839978794	HZ	FST
Focal	0.0956804333869128	HZ	FST
Undiverged	0.0400271587342521	HZ	FST
Focal	0.128655621475994	HZ	FST
Undiverged	-0.0925389048286111	HZ	FST
Focal	-0.0399137115003893	HZ	FST
Undiverged	-0.083006179526691	HZ	FST
Focal	0.0539183850335189	HZ	FST
Undiverged	0.0956508862454911	HZ	FST
Focal	0.0520870263401128	HZ	FST
Undiverged	-0.00934702613660372	HZ	FST
Focal	-0.0240371256394574	HZ	FST
Undiverged	-0.0685642346654549	HZ	FST
Focal	-0.0404558719742591	HZ	FST
Undiverged	-0.0100823469565551	HZ	FST
Focal	0.105174844838877	HZ	FST
Undiverged	0.0564150218911521	HZ	FST
Focal	0.10945183824133	HZ	FST
Undiverged	0.0910227658895412	HZ	FST
Focal	0.0184791840496696	HZ	FST
Undiverged	-0.119812139521468	HZ	FST
Focal	0.146962115985163	HZ	FST
Undiverged	0.130717006563636	HZ	FST
Focal	0.24143297425205	HZ	FST
Undiverged	-0.0495459386149966	HZ	FST
Focal	0.232996928098004	HZ	FST
Undiverged	0.0715185127683354	HZ	FST
Focal	0.101682021442227	HZ	FST
Undiverged	-0.15365528275747	HZ	FST
Focal	-0.085362232163323	HZ	FST
Undiverged	0.00123664058539457	HZ	FST
Focal	0.170817493600186	HZ	FST
Undiverged	-0.232184568825569	HZ	FST
Focal	-0.237185446232234	HZ	FST
Undiverged	0.163151071025398	HZ	FST
Focal	0.216558120571244	HZ	FST
Undiverged	0.134895685132256	HZ	FST
Focal	0.251126249031603	HZ	FST
Undiverged	-0.013904176882281	HZ	FST
Focal	0.169095898043873	HZ	FST
Undiverged	-0.0279086195511805	HZ	FST
Focal	0.0760653596812377	HZ	FST
Undiverged	0.00724059665914281	HZ	FST
Focal	0.158728340890293	HZ	FST
Undiverged	-0.120377803277757	HZ	FST
Focal	-0.00402958274647239	HZ	FST
Undiverged	-0.0129562270553587	HZ	FST
Focal	-0.058287296441851	HZ	FST
Undiverged	-0.039389523774043	HZ	FST
Focal	0.118780894504775	HZ	FST
Undiverged	-0.0743692692850201	HZ	FST
Focal	0.270870397963373	HZ	FST
Undiverged	-0.18215177487701	HZ	FST
Focal	0.190237651745555	HZ	FST
Undiverged	0.0289396984566119	HZ	FST
Focal	0.120807047895749	HZ	FST
Undiverged	0.020268328836281	HZ	FST
Focal	0.0186030517843972	HZ	FST
Undiverged	-0.0940844063450889	HZ	FST
Focal	0.0804261703142639	HZ	FST
Undiverged	-0.11147576789616	HZ	FST
Focal	0.170316902367254	HZ	FST
Undiverged	-0.0996922927111377	HZ	FST
Focal	0.135191747295141	HZ	FST
Undiverged	-0.10359402664667	HZ	FST
Focal	0.0356472307437047	HZ	FST
Undiverged	0.220673154962928	HZ	FST
Focal	0.136633407120524	HZ	FST
Undiverged	-0.0678121450200819	HZ	FST
Focal	0.321378137934086	HZ	FST
Undiverged	0.0381186637309928	HZ	FST
Focal	-0.0859418875649481	HZ	FST
Undiverged	-0.0169733998491004	HZ	FST
Focal	0.149468529722261	HZ	FST
Undiverged	0.277948016846686	HZ	FST
Focal	0.0531905845401761	HZ	FST
Undiverged	-0.221433867349555	HZ	FST
Focal	0.0218325823082083	HZ	FST
Undiverged	-0.0560544653082879	HZ	FST
Focal	0.293557715046614	HZ	FST
Undiverged	-0.0474834622982599	HZ	FST
Focal	0.255440947347245	HZ	FST
Undiverged	0.0914505962274875	HZ	FST
Focal	0.063273331674646	HZ	FST
Undiverged	-0.00285842651611077	HZ	FST
Focal	-0.0277197319538194	HZ	FST
Undiverged	0.105027124210539	HZ	FST
Focal	0.296292952936406	HZ	FST
Undiverged	-0.0110170645813849	HZ	FST
Focal	0.175355526615861	HZ	FST
Undiverged	0.171293138087147	HZ	FST
Focal	0.213880339036709	HZ	FST
Undiverged	-0.0303122567485997	HZ	FST
Focal	0.213065808535342	HZ	FST
Undiverged	0.0273399840751496	HZ	FST
Focal	0.2880417136508	HZ	FST
Undiverged	-0.158652146417636	HZ	FST
Focal	-0.0270018656429899	HZ	FST
Undiverged	-0.117027194329601	HZ	FST
Focal	0.0377832354181442	HZ	FST
Undiverged	0.116514211906871	HZ	FST
Focal	0.0443920202354171	HZ	FST
Undiverged	-0.0693032101516943	HZ	FST
Focal	0.346378211372497	HZ	FST
Undiverged	-0.0792968673373249	HZ	FST
Focal	0.0879195328229029	HZ	FST
Undiverged	0.0122017844267079	HZ	FST
Focal	0.00984170935956341	HZ	FST
Undiverged	0.0897154254759584	HZ	FST
Focal	0.142350215062886	HZ	FST
Undiverged	0.152629605911923	HZ	FST
Focal	0.229958573020843	HZ	FST
Undiverged	-0.0219684502242981	HZ	FST
Focal	-0.114582772724807	HZ	FST
Undiverged	0.0871712667616377	HZ	FST
Focal	0.148531034650729	HZ	FST
Undiverged	-0.054754433818302	HZ	FST
Focal	0.109272077092609	HZ	FST
Undiverged	0.0114372370788146	HZ	FST
Focal	0.0358111359729223	HZ	FST
Undiverged	-0.0211578948738902	HZ	FST
Focal	0.0781740632257552	HZ	FST
Undiverged	0.0776388506904655	HZ	FST
Focal	-0.0704633236967825	HZ	FST
Undiverged	0.0890343709738074	HZ	FST
Focal	0.0634587063660289	HZ	FST
Undiverged	-0.0642371371644734	HZ	FST
Focal	0.197289774331977	HZ	FST
Undiverged	-0.166655257676382	HZ	FST
Focal	0.202332035590175	HZ	FST
Undiverged	-0.0613959016273222	HZ	FST
Focal	0.171789434766645	HZ	FST
Undiverged	0.135892080363221	HZ	FST
Focal	0.0562398400624566	HZ	FST
Undiverged	-0.032743292703516	HZ	FST
Focal	0.161804170227152	HZ	FST
Undiverged	0.0496966675818836	HZ	FST
Focal	0.106178029583319	HZ	FST
Undiverged	-0.05092015312768	HZ	FST
Focal	0.0801627158941972	HZ	FST
Undiverged	-0.000341097141872121	HZ	FST
Focal	0.0914781797729348	HZ	FST
Undiverged	0.132304187456929	HZ	FST
Focal	0.237762678287069	HZ	FST
Undiverged	-0.063757836831586	HZ	FST
Focal	0.110639422191181	HZ	FST
Undiverged	-0.159037827919564	HZ	FST
Focal	0.275543545612594	HZ	FST
Undiverged	0.0193402849639728	HZ	FST
Focal	0.00552660831651984	HZ	FST
Undiverged	0.0142865961438083	HZ	FST
Focal	0.0694446374837371	HZ	FST
Undiverged	0.0598708484818128	HZ	FST
Focal	0.10418432463455	HZ	FST
Undiverged	0.0463119425615518	HZ	FST
Focal	0.199385832020539	HZ	FST
Undiverged	-0.132537438905748	HZ	FST
Focal	0.146571907289088	HZ	FST
Undiverged	-0.11098351167281	HZ	FST
Focal	0.126964443201117	HZ	FST
Undiverged	0.168604063590758	HZ	FST
Focal	0.0897519637149971	HZ	FST
Undiverged	0.0190668923028207	HZ	FST
Focal	0.280895364231277	HZ	FST
Undiverged	-0.291409833919254	HZ	FST
Focal	0.126766243643184	HZ	FST
Undiverged	-0.0136576532866506	HZ	FST
Focal	0.268722874301275	HZ	FST
Undiverged	0.00774546749927928	HZ	FST
Focal	0.209216286362253	HZ	FST
Undiverged	-0.0421215369487221	HZ	FST
Focal	0.0641743196320634	HZ	FST
Undiverged	-0.0850217474708458	HZ	FST
Focal	0.0272978625487097	HZ	FST
Undiverged	-0.141317461053029	HZ	FST
Focal	0.104332812514176	HZ	FST
Undiverged	0.00878223476061075	HZ	FST
Focal	0.0693326762555159	HZ	FST
Undiverged	0.00808887437765816	HZ	FST
Focal	0.0873982859296787	HZ	FST
Undiverged	0.0789962747744685	HZ	FST
Focal	0.114856486089789	HZ	FST
Undiverged	-0.129025628472122	HZ	FST
Focal	0.190552937339913	HZ	FST
Undiverged	0.06469392863282	HZ	FST
Focal	0.242324559660283	HZ	FST
Undiverged	0.102774885335422	HZ	FST
Focal	0.207700580387885	HZ	FST
Undiverged	-0.0276842590616781	HZ	FST
Focal	0.276482922084243	HZ	FST
Undiverged	0.0291895788615664	HZ	FST
Focal	0.226970137178609	HZ	FST
Undiverged	-0.104518742036822	HZ	FST
Focal	0.283005826076629	HZ	FST
Undiverged	0.0405803247119845	HZ	FST
Focal	0.122417363169922	HZ	FST
Undiverged	-0.067369627361821	HZ	FST
Focal	0.142134820046307	HZ	FST
Undiverged	0.00190203516743366	HZ	FST
Focal	0.0794670697656626	HZ	FST
Undiverged	0.0177715367347048	HZ	FST
Focal	0.14661530192075	HZ	FST
Undiverged	-0.0571694346430123	HZ	FST
Focal	0.159882722796167	HZ	FST
Undiverged	-0.0563128051698605	HZ	FST
Focal	0.0618511942388735	HZ	FST
Undiverged	-0.0865146076138793	HZ	FST
Focal	0.360848090975582	HZ	FST
Undiverged	-0.0628495474284406	HZ	FST
Focal	0.0846524087282986	HZ	FST
Undiverged	0.0190686954482937	HZ	FST
Focal	0.185383950511442	HZ	FST
Undiverged	0.0807481682477643	HZ	FST
Focal	0.0964930566145324	HZ	FST
Undiverged	0.0165766986990074	HZ	FST
Focal	0.137670499903086	HZ	FST
Undiverged	-0.0194073704105212	HZ	FST
Focal	0.0989363707176409	HZ	FST
Undiverged	0.0510037188553979	HZ	FST
Focal	0.178389747942685	HZ	FST
Undiverged	-0.0687638710147029	HZ	FST
Focal	0.0603289121998341	HZ	FST
Undiverged	0.0479746916078215	HZ	FST
Focal	0.0936167414221994	HZ	FST
Undiverged	0.0391941873214051	HZ	FST
Focal	0.207567684702943	HZ	FST
Undiverged	-0.0386984064860272	HZ	FST
Focal	0.0345082129778648	HZ	FST
Undiverged	0.0982573357126737	HZ	FST
Focal	0.244646153441508	HZ	FST
Undiverged	0.0436426056483472	HZ	FST
Focal	0.179368742867315	HZ	FST
Undiverged	0.0876414347778173	HZ	FST
Focal	0.09690318598993	HZ	FST
Undiverged	-0.0771908030013521	HZ	FST
Focal	-0.00298013418305948	HZ	FST
Undiverged	0.0407702641856066	HZ	FST
Focal	0.0829247372650348	HZ	FST
Undiverged	-0.200889936274312	HZ	FST
Focal	0.177411398945541	HZ	FST
Undiverged	-0.185113475195375	HZ	FST
Focal	0.0702368794905879	HZ	FST
Undiverged	-0.0386917962916258	HZ	FST
Focal	0.130393177234097	HZ	FST
Undiverged	-0.00374423340224236	HZ	FST
Focal	0.229335920891404	HZ	FST
Undiverged	-0.103458795068211	HZ	FST
Focal	0.135380030427454	HZ	FST
Undiverged	-0.121266916250948	HZ	FST
Focal	0.0970971255907527	HZ	FST
Undiverged	0.121300854657618	HZ	FST
Focal	0.02000885811722	HZ	FST
Undiverged	0.0243951511510572	HZ	FST
Focal	0.225111158491486	HZ	FST
Undiverged	-0.0042408800890761	HZ	FST
Focal	0.132780286273636	HZ	FST
Undiverged	0.00104812370990188	HZ	FST
Focal	0.057122115636016	HZ	FST
Undiverged	0.0168017760239786	HZ	FST
Focal	0.113867680523322	HZ	FST
Undiverged	-0.0922456617426112	HZ	FST
Focal	0.0449212204243271	HZ	FST
Undiverged	0.107625449680203	HZ	FST
Focal	0.117047294253682	HZ	FST
Undiverged	0.0440638959697794	HZ	FST
Focal	0.158291924552092	HZ	FST
Undiverged	-0.214792634554871	HZ	FST
Focal	0.244781047268683	HZ	FST
Undiverged	-0.0636090438997657	HZ	FST
Focal	0.280770812548313	HZ	FST
Undiverged	0.112255829363241	HZ	FST
Focal	0.0562262389829758	HZ	FST
Undiverged	-0.0363193914184018	HZ	FST
Focal	0.29016878220037	HZ	FST
Undiverged	-0.192254700205077	HZ	FST
Focal	0.203005182541758	HZ	FST
Undiverged	0.0447606287851752	HZ	FST
Focal	0.068148462186167	HZ	FST
Undiverged	0.111595059298781	HZ	FST
Focal	0.187735977107805	HZ	FST
Undiverged	-0.0920515036776313	HZ	FST
Focal	0.144239586604366	HZ	FST
Undiverged	-0.0246397862667147	HZ	FST
Focal	0.15326740592335	HZ	FST
Undiverged	-0.0102161216058624	HZ	FST
Focal	0.245824592960265	HZ	FST
Undiverged	0.179830761167121	HZ	FST
Focal	0.0185733786026674	HZ	FST
Undiverged	-0.114746413692399	HZ	FST
Focal	-0.0715243480807091	HZ	FST
Undiverged	0.141890564208565	HZ	FST
Focal	-0.0550132981219978	HZ	FST
Undiverged	0.0801090257310715	HZ	FST
Focal	0.142817694122893	HZ	FST
Undiverged	-0.0894729675575436	HZ	FST
Focal	0.0181182200092661	HZ	FST
Undiverged	0.0588455395996999	HZ	FST
Focal	0.190827683448323	HZ	FST
Undiverged	-0.112392122989463	HZ	FST
Focal	0.168006072930375	HZ	FST
Undiverged	0.0116733142040398	HZ	FST
Focal	0.275317612304515	HZ	FST
Undiverged	0.0382033818902201	HZ	FST
Focal	0.0190539712297546	HZ	FST
Undiverged	0.121648149894447	HZ	FST
Focal	0.162305257546631	HZ	FST
Undiverged	0.0431795797055791	HZ	FST
Focal	0.323527728470258	HZ	FST
Undiverged	0.1582413663493	HZ	FST
Focal	0.278305844389462	HZ	FST
Undiverged	0.0255472991716897	HZ	FST
Focal	0.213903373672498	HZ	FST
Undiverged	0.0164465879510802	HZ	FST
Focal	0.209795096164128	HZ	FST
Undiverged	-0.0465936753741122	HZ	FST
Focal	0.135076321080123	HZ	FST
Undiverged	-0.145068904793653	HZ	FST
Focal	0.257393790070881	HZ	FST
Undiverged	0.149861985458661	HZ	FST
Focal	0.255165275647469	HZ	FST
Undiverged	0.157861132211576	HZ	FST
Focal	0.0991191157977873	HZ	FST
Undiverged	0.0639326901978666	HZ	FST
Focal	-0.00723615649918017	HZ	FST
Undiverged	-0.09041374804562	HZ	FST
Focal	0.12912593729432	HZ	FST
Undiverged	-0.117215940759782	HZ	FST
Focal	0.251521617133788	HZ	FST
Undiverged	0.125867768900005	HZ	FST
Focal	0.30556747284013	HZ	FST
Undiverged	0.14018509653782	HZ	FST
Focal	0.0232320636923795	HZ	FST
Undiverged	0.134860228063121	HZ	FST
Focal	0.242235176255374	HZ	FST
Undiverged	0.138666420208465	HZ	FST
Focal	-0.000590555627965491	HZ	FST
Undiverged	0.0303044926356247	HZ	FST
Focal	0.00456463968104458	HZ	FST
Undiverged	0.0427036174116367	HZ	FST
Focal	0.257091645657064	HZ	FST
Undiverged	-0.0802646410294269	HZ	FST
Focal	-0.04996439099281	HZ	FST
Undiverged	0.0459737250050991	HZ	FST
Focal	0.224134487923515	HZ	FST
Undiverged	-0.0313526348518618	HZ	FST
Focal	0.0545863220084174	HZ	FST
Undiverged	-0.0266791111323878	HZ	FST
Focal	-0.0349836910729188	HZ	FST
Undiverged	0.129198059708002	HZ	FST
Focal	0.325860595361846	HZ	FST
Undiverged	-0.0321136530624582	HZ	FST
Focal	0.10569978513807	HZ	FST
Undiverged	-0.0118284517367407	HZ	FST
Focal	0.187193573323374	HZ	FST
Undiverged	-0.0310921453911722	HZ	FST
Focal	0.316767371961222	HZ	FST
Undiverged	0.0289727273348736	HZ	FST
Focal	0.122520087805535	HZ	FST
Undiverged	0.0699653468034656	HZ	FST
Focal	-0.00168842045225513	HZ	FST
Undiverged	0.157972936435614	HZ	FST
Focal	0.0345010278334035	HZ	FST
Undiverged	0.034255779212441	HZ	FST
Focal	0.104327286853794	HZ	FST
Undiverged	0.0153792082062533	HZ	FST
Focal	0.154947094023631	HZ	FST
Undiverged	0.00198788091014838	HZ	FST
Focal	0.25441628678944	HZ	FST
Undiverged	-0.0311139070337993	HZ	FST
Focal	0.193737538329356	HZ	FST
Undiverged	0.100688981561718	HZ	FST
Focal	0.16029045270619	HZ	FST
Undiverged	-0.0299422197713099	HZ	FST
Focal	0.283754142224774	HZ	FST
Undiverged	0.0649462746155114	HZ	FST
Focal	0.141809800846206	HZ	FST
Undiverged	-0.0300445642804851	HZ	FST
Focal	0.2236038021705	HZ	FST
Undiverged	0.0894019475237759	HZ	FST
Focal	0.238332286156406	HZ	FST
Undiverged	-0.144856507527928	HZ	FST
Focal	0.117143591967619	HZ	FST
Undiverged	-0.161572684027292	HZ	FST
Focal	0.233009980633077	HZ	FST
Undiverged	-0.0239034336659565	HZ	FST
Focal	0.198174412744938	HZ	FST
Undiverged	-0.0421948793455894	HZ	FST
Focal	0.147891115780467	HZ	FST
Undiverged	0.104883847596733	HZ	FST
Focal	0.0884775918280794	HZ	FST
Undiverged	-0.181205049345988	HZ	FST
Focal	0.341837499808543	HZ	FST
Undiverged	0.0377149404194443	HZ	FST
Focal	-0.0146494315562061	HZ	FST
Undiverged	0.0665855991319973	HZ	FST
Focal	0.130752157069941	HZ	FST
Undiverged	-0.0921249622503282	HZ	FST
Focal	0.140376472725112	HZ	FST
Undiverged	0.0988040721580732	HZ	FST
Focal	0.273062179732892	HZ	FST
Undiverged	-0.0463639941579929	HZ	FST
Focal	0.0416333041630526	HZ	FST
Undiverged	0.128364731218674	HZ	FST
Focal	0.203585452123397	HZ	FST
Undiverged	0.162886187111265	HZ	FST
Focal	0.192028319344878	HZ	FST
Undiverged	-0.0904698959862101	HZ	FST
Focal	0.264809650408036	HZ	FST
Undiverged	0.0142537087974294	HZ	FST
Focal	0.171796130607288	HZ	FST
Undiverged	0.00365027589843929	HZ	FST
Focal	0.0582598817682885	HZ	FST
Undiverged	0.0872754289904636	HZ	FST
Focal	0.173944915262589	HZ	FST
Undiverged	0.0439650833426537	HZ	FST
Focal	0.081210797325541	HZ	FST
Undiverged	-0.0441070588631696	HZ	FST
Focal	-0.00383201665385411	HZ	FST
Undiverged	0.00958638625968577	HZ	FST
Focal	-0.0353137770232082	HZ	FST
Undiverged	0.140932093086942	HZ	FST
Focal	0.202554822097107	HZ	FST
Undiverged	-0.144910573329486	HZ	FST
Focal	0.169354755714132	HZ	FST
Undiverged	0.0830272677661442	HZ	FST
Focal	0.129495654238492	HZ	FST
Undiverged	-0.0266603003993711	HZ	FST
Focal	0.271271284771128	HZ	FST
Undiverged	-0.105012548979547	HZ	FST
Focal	0.116041702753014	HZ	FST
Undiverged	0.0340371846373782	HZ	FST
Focal	0.156751987483012	HZ	FST
Undiverged	0.00104301105302268	HZ	FST
Focal	0.000573204268808923	HZ	FST
Undiverged	-0.0636287520553038	HZ	FST
Focal	0.077207684413181	HZ	FST
Undiverged	0.104500648224257	HZ	FST
Focal	0.092892464320208	HZ	FST
Undiverged	-0.00329010676694717	HZ	FST
Focal	0.139648465396317	HZ	FST
Undiverged	0.00199440811798201	HZ	FST
Focal	0.155382299216946	HZ	FST
Undiverged	0.179409777835352	HZ	FST
Focal	0.164969669317245	HZ	FST
Undiverged	0.0879952993133244	HZ	FST
Focal	0.067973897686572	HZ	FST
Undiverged	0.0611807376326742	HZ	FST
Focal	0.178032060800527	HZ	FST
Undiverged	0.0569332735176375	HZ	FST
Focal	0.203349438710741	HZ	FST
Undiverged	-0.105002156835995	HZ	FST
Focal	0.1267979399254	HZ	FST
Undiverged	-0.002180716583678	HZ	FST
Focal	0.186768848936048	HZ	FST
Undiverged	0.107214815699053	HZ	FST
Focal	0.0994011363458274	HZ	FST
Undiverged	-0.0435505609122893	HZ	FST
Focal	0.163268709350018	HZ	FST
Undiverged	0.106903794117093	HZ	FST
Focal	0.0974912513994159	HZ	FST
Undiverged	-0.0218856330951565	HZ	FST
Focal	0.124446173824436	HZ	FST
Undiverged	-0.130915830696867	HZ	FST
Focal	0.094864749803268	HZ	FST
Undiverged	-0.0141969667333252	HZ	FST
Focal	0.122121681334486	HZ	FST
Undiverged	-0.0811275804789146	HZ	FST
Focal	0.368111950094042	HZ	FST
Undiverged	0.0157815320391427	HZ	FST
Focal	0.209459660225547	HZ	FST
Undiverged	0.0431503691582485	HZ	FST
Focal	0.0978329402925012	HZ	FST
Undiverged	0.0160854142860364	HZ	FST
Focal	0.196403451416223	HZ	FST
Undiverged	-0.123792134138625	HZ	FST
Focal	0.153146785423052	HZ	FST
Undiverged	0.06804741217583	HZ	FST
Focal	0.00967125057938954	HZ	FST
Undiverged	-0.0458414995141885	HZ	FST
Focal	0.0675353188928811	HZ	FST
Undiverged	0.0235045811333845	HZ	FST
Focal	0.301852120996714	HZ	FST
Undiverged	-0.13426497597884	HZ	FST
Focal	0.0854496889864637	HZ	FST
Undiverged	-0.019576792643074	HZ	FST
Focal	0.218705931332567	HZ	FST
Undiverged	0.00932967125999506	HZ	FST
Focal	-0.0224335816904914	HZ	FST
Undiverged	0.0295278352705297	HZ	FST
Focal	0.161088887637602	HZ	FST
Undiverged	-0.0377586577922636	HZ	FST
Focal	0.03495121356528	HZ	FST
Undiverged	-0.037929492554692	HZ	FST
Focal	0.075418936885983	HZ	FST
Undiverged	-0.100936635831079	HZ	FST
Focal	0.267740086815517	HZ	FST
Undiverged	0.0482807949197357	HZ	FST
Focal	0.218267466828338	HZ	FST
Undiverged	0.10069143312122	HZ	FST
Focal	0.0742028934688969	HZ	FST
Undiverged	0.300170424539477	HZ	FST
Focal	0.152379729294882	HZ	FST
Undiverged	-0.0428635227052047	HZ	FST
Focal	0.141070205759703	HZ	FST
Undiverged	-0.181676672430891	HZ	FST
Focal	0.126940234658365	HZ	FST
Undiverged	-0.0431113895108865	HZ	FST
Focal	0.210573484715548	HZ	FST
Undiverged	-0.0988776972347632	HZ	FST
Focal	0.138246671851696	HZ	FST
Undiverged	-0.0889599195415283	HZ	FST
Focal	0.138847833272359	HZ	FST
Undiverged	0.113773875905418	HZ	FST
Focal	0.0732769327515283	HZ	FST
Undiverged	-0.0174720575478974	HZ	FST
Focal	0.122441678829774	HZ	FST
Undiverged	0.00381132950127767	HZ	FST
Focal	0.0395160803768978	HZ	FST
Undiverged	-0.149470714097838	HZ	FST
Focal	0.00658251242977848	HZ	FST
Undiverged	-0.0258090334657234	HZ	FST
Focal	0.204815678493097	HZ	FST
Undiverged	-0.106889571333096	HZ	FST
Focal	-0.00284156537700287	HZ	FST
Undiverged	-0.160783963691233	HZ	FST
Focal	0.243374260432918	HZ	FST
Undiverged	0.119988163562597	HZ	FST
Focal	0.246451671707587	HZ	FST
Undiverged	0.0321914655949277	HZ	FST
Focal	0.177019956667255	HZ	FST
Undiverged	-0.0428371236325145	HZ	FST
Focal	0.183008399060645	HZ	FST
Undiverged	-0.0484989337800343	HZ	FST
Focal	0.204688470966837	HZ	FST
Undiverged	-0.08907566849296	HZ	FST
Focal	0.048860812259488	HZ	FST
Undiverged	0.0148319984499826	HZ	FST
Focal	0.0972104498343701	HZ	FST
Undiverged	-0.0238666305762516	HZ	FST
Focal	0.0828703087787244	HZ	FST
Undiverged	0.0632272596591838	HZ	FST
Focal	0.187314150156195	HZ	FST
Undiverged	0.05543065968321	HZ	FST
Focal	0.11163795713564	HZ	FST
Undiverged	0.218144398818436	HZ	FST
Focal	0.0386023538832391	HZ	FST
Undiverged	0.0962368176894393	HZ	FST
Focal	0.0560751236239791	HZ	FST
Undiverged	-0.0093963286602976	HZ	FST
Focal	-0.0838629337378316	HZ	FST
Undiverged	-0.112091675153978	HZ	FST
Focal	0.0923186505332125	HZ	FST
Undiverged	-0.137025590451041	HZ	FST
Focal	0.156272361833956	HZ	FST
Undiverged	-0.0793206766371972	HZ	FST
Focal	0.198818628048707	HZ	FST
Undiverged	0.000939958258054979	HZ	FST
Focal	-0.0581360412039826	HZ	FST
Undiverged	0.207917269924762	HZ	FST
Focal	0.111393645124628	HZ	FST
Undiverged	-0.116769219685619	HZ	FST
Focal	0.108906368952171	HZ	FST
Undiverged	-0.0706893718311728	HZ	FST
Focal	0.0722455916628037	HZ	FST
Undiverged	0.0592843227501455	HZ	FST
Focal	0.200603807056212	HZ	FST
